wine_id,name,varietal,price,description,Region_Id
2595,Black Stallion Chardonnay,Chardonnay,21.99,"With so many Napa wineries raising their prices for Chardonnay, or allocating their inventory, The Wine Buyer was thrilled to find the Black Stallion tucked along the scenic Silverado Trail in the heart of Napa Valley. The gracious, hand-hewn stone building houses a state of the art winery, designed for small lot winemaking, perfect for boutique styled blends from some of the best vineyards in ...",743
2596,Domaine Lafage Bastide Miraflors Vieilles Vigne Cotes Catalanes,Cotes Catalanes,16.99,"Although only in his thirties, Jean-Marc Lafage already has almost 15 years of worldclass winemaking behind him. One of the most sought-after winemakers of Europe at the moment, Jean-Marc lends his expertise with Southern European varietals to several top estates in both France and Spain (he makes Las Rocas Garnacha with Eric Solomon) and also in South America. However, his best work is perhaps ...",244
2597,Diving Into Hampton Water Rose,Cotes Catalanes,25.99,"
Hand-picked by the finest wine makers the South of France has to offer, Hampton Water Wine is made up of the perfect blend of Grenache, Cinsault and Mourvèdre grapes. What that all means is our wine is the perfect companion for any occasion.

Clean and fresh, with bursts of bright red fruit flavors (cherries, strawberries, and watermelon), balanced acidity, a touch of minerality and  click for more details
Sku: 73239  
",288
2598,Cavit Pinot Grigio,Pinot Gris,11.99,"Founded in 1957, Cavit has earned an international reputation as an innovative leader in Trentino winemaking. Today it is responsible for approximately 70% of this northern Italian province's entire wine production. 

The company is based on a partnership between 5,000 member growers, organized into 14 associated cellars located throughout Trentino in zones noted for the quality of ...",520
2599,Rombauer Chardonnay,Chardonnay,54.99,"Rombauer Vineyards was founded in 1982 by Koerner and Joan Rombauer and sits on a tree covered knoll overlooking the Napa Valley. The winery features caves that extend for over a mile into the hillside. The caves provide a constant temperature and humidity which result in optimum conditions for aging our wines. 
Rombauer wines are consistently ranked high in the wine trade journals. Many ",715
2600,Line 39 Pinot Noir,Cabernet Sauvignon,9.99,"
Line 39 wines originate from select vineyards located in some of the most prestigious winegrowing regions in California. These ideally situated, cool-climate vineyards foster slow, even ripening of the grapes, enabling us to produce outstanding super-premium wines with an ideal balance of rich, ripe fruit flavors and crisp acidity. Our current vineyard sites are situated in several premier ... click for more details
Sku: 69100  
",782
2601,Block 724 Santa Maria Valley Pinot Noir 2017,Santa Maria Valley,19.99,"""The Block 724 Pinot opens up with rich dark cherry aromas and hints of spice.  The palate is ripe and upfront with bold flavors of red berries, a hint of vanilla and some Chinese five spice. Silky tannins round out this crowd pleaser with a lovely finish."" The Wine Buyer, 92 ...",763
2602,Block 304 Rutherford Reserve Cabernet Sauvignon 2018,Rutherford,26.99,"""It is not easy to find a Rutherford Cabernet of this quality for less than $20! Rich and dense with ripe black cherry, cassis, dark plum, blackberry and mocha flavors that glide smoothly across the palate. 
Well-crafted with a polished texture, earthy tannins and a long engaging finish."" The Wine Buyer, 95 ...",743
2603,19 Crimes Snoop Cali Red,Rutherford,15.99,"Full and dense, with strong black & blue fruit notes up front from the Petite Sirah, complemented by bright red, slightly candied fruit in the background from the Zinfandel. The darkly toasted oak ties it all together along with a slightly sweet finish.

19 Crimes is defiant by nature, bold in character, and always uncompromising. We are proud to partner with entertainment icon, Snoop ...",782
2604,Los Haroldos Chacabuco Malbec 2019,Rutherford,27.99,"Crafted from high elevation vineyards in Mendoza, Argentina - by former Wine of the Month Bodega Los Haroldos - Chacauco represents three generations of the Falasco's family immigration from Italy to Argentina to pursue their dreams of creating a winery. In 1939 Octavio Rufino Falasco sold his family wine from a basket on the front of his bike. With time and hard work he bought more land and ...",14
2605,Wente Vineyards Southern Hills Cabernet Sauvignon,Livermore Valley,17.99,"After learning about winemaking from Charles Krug, C. H. Wente, a first-generation immigrant from Germany, founded his own winery in 1883. Recognizing that the warm days, cool nights and gravelly soils of the Livermore Valley were ideal for growing grapes, he purchased 48 acres and planted vineyards. In 1918, C. H. Wente’s sons Ernest and Herman joined the business, with Ernest managing the ...",710
2606,Château de Sales Pomerol 2018,Bordeaux Blend,39.99,"Very deep garnet red color; delicate nose of light wood, toasted bread and berry jam; on the palate, the aromas are reproduced with a perfect balance and freshness. Lovely long finish.""Deep garnet-purple colored, the 2018 De Sales rocks up with expressive blackberries and black cherries notes with an undercurrent of tilled soil, truffles and mossy bark. Medium to full-bodied, it has a solid ...",280
2607,Santa Margherita Pinot Grigio Alto Adige,Pinot Gris,16.99,"The Santa Margherita trademark is a graphic stylization of the Renaissance drawing of Villa Marzotto at Portogruaro. It is the distinguishing mark for the labels of its famous wines. The splendid villa was built around 1540 in the historical center and today hosts the city cultural center.
The wine boasts a fresh, clean fragrance that is followed by a crisp, refreshing flavor with hints of ...",351
2608,Educated Guess Cabernet Sauvignon,Cabernet Sauvignon,26.99,"Roots Run Deep Winery was founded in 2005 with the promise of producing unparalleled wine from the Napa Valley at prices everyone can afford. Grapes grown by the best producers in Yountville, Oakville, Rutherford and Carneros wine districts go into making these wines superb in quality and unmatched in value. Proprietor Mark Albrecht is a 15-year veteran in the wine industry and has been involved ...",782
2609,Yellow Tail Sauvignon Blanc,Sauvignon Blanc,14.99,"It all started in 1820, when the first Casellas planted some vines in the Italian countryside. Two things sprouted shortly thereafter: a cluster of grapes, and a family passion that would last 188 years and counting.
Fast forward to 1957. Filippo and Maria Casella were keeping the business alive in Italy, when they decided to pack up and move to Australia. However far away, they couldn’t ",37
2610,Bacchus Cabernet Sauvignon,",,Cabernet Sauvignon",11.99,"
David Gordon has been the wine director at Tribeca Grill, the famed New York City restaurant since 1990. Owned by restaurateur Drew Nieporent and actor Robert DeNiro, Tribeca Grill features a dynamic wine program with a list of over 1800 selections and is a Grand Award winner from the Wine Spectator-one of only 6 in New York City.


David created the Bacchus label to offer great ... click for more details
Sku: 73346  
",782
2611,Fly By Zinfandel,Zinfandel,13.99," Sonoma County, next door to Napa Valley and about 35 miles north of San Francisco, is America's most exciting Chardonnay region. Sonoma County is a diverse landscape for grape growing that, climatically, is strongly influenced by maritime variations. Cool nights and days that rarely get hot contribute to layers of oceanic fog that creep into Sonoma’s interior valleys. Ideal for growing grapes  click for more details
Sku: 75158  
",782
2612,Fontana Candida Frascati,"Malvasia,Trebbiano",14.99,"Throughout the world, Fontana Candida is synonymous with Frascati. This ancient wine, born in the Roman hills, has deservedly been called ""the wine of popes and of the people."" While the popes drank Frascati daily, the people would only drink it on important Vatican occasions. It is said that during the papal elections of Innocent X (Giambattista Pamphili in 1644) and of Clement X (Emilioi ...",396
2613,Meridian Chardonnay,Chardonnay,10.99,"At Meridian, we believe in producing approachable wines that make the simple moments in life more enjoyable. From light and lively to full-bodied and rich, our unique wines capture the distinctive characteristics of California’s finest wine-growing regions. Whether you’re looking for a tangy chardonnay to complement a beachside picnic or an elegant pinot noir for dinner by candlelight, you’re ...",782
2614,Perimeter Black Dark Red,Bordeaux Blend,13.99,"Handcrafted to push the boundaries of winemaking, Perimeter wines reflect bold flavors and bright fruit, perfect for food pairing and entertaining.“Aromas of black cherry and hints of black licorice jump from the glass.  This dark red blend has lush bold flavors of dark berries, plums with a full bodied texture.  It’s a bold and rich wine that captures the essence of its genre.  A definite must ...",782
2615,Ferrari Carano Chardonnay,Chardonnay,24.99,"In 1979, Don and Rhonda Carano purchased a single 60-acre parcel of land in Sonoma County's Alexander Valley. The parcel included a restored 1904 farmhouse, a barn and 30 acres of grapes. So began a twenty-five year mission to acquire premium vineyard properties throughout the county, because Don and Rhonda truly believed, and still do, that owning their own vineyards is the best way to ensure ...",772
2616,Craggy Range Sauvignon Blanc,Sauvignon Blanc,22.99,"The founders of Craggy Range made a bold decision from the beginning - to pursue the Single Vineyard Philosophy of winemaking, with the ambition to produce not just the greatest wine New Zealand makes, but the greatest wines the world makes.
The thinking behind producing only single vineyard wines is that while every piece of land has potential, those with special soils and unique ...",538
2617,Bruno Giacosa Roero Arneis,Arneis,32.99,"Bruno Giacosa's winery has been making wine for three generations, and Bruno Giacosa himself says that his success is due to his respect for traditional winemaking methods which he believes enhance the characteristics of Piedmont's varietals. His property covers 37 acres of totally cultivated vines. The altitude of the estate, its ideal exposure (south, south-west), and the microclimate combine ...",512
2618,Catena Altamira Malbec 2018,Uco Valley,22.99,"For the past 25 years, the iconic wines of Nicolas Catena have been the face of Argentinean wines in the United States. With overall accolades as New World Winery of the Year and Decanter's Man of the Year, the Catena Family Vineyards have been the top producer and exporter of wines from Argentina into the United States. His full-bodied Malbec has graced the Wine Spectator & Wine Enthusiast Top ...",2
2619,Arachnid Oakville Cabernet Sauvignon 2017,Oakville,27.99,"In 1868, H. W. Crabb turned the sleepy town of Oakville, California from a mere watering stop on a steam train between Napa and Calistoga, into a wine-growing AVA that would become legendary. He called his vineyard To Kalon, a name that makes the hearts of Napa Cabernet lovers beat just a little bit faster. 150 years later, the To Kalon Vineyard produces grapes for Mondavi, Beckstoffer, and ...",743
2620,Resolution Howell Mountain Cabernet Sauvignon 2018,Howell Mountain,45.99,"Howell Mountain is Napa Valley's first Sub AVA, and home to some of the best Cabernet Sauvignon vineyards in the world. It's also loaded with hidden gems. Hidden in Napa? Howell Mountain has never been a popular tourist destination, especially in relation to other AVA's like Oakville, Rutherford and Yountville. In fact, many people drive right through Howell Mountain without noticing the ...",743
2621,Finca Lalande Organic Cabernet Sauvignon 2018,Cabernet Sauvignon,17.99,"Finca Lalande is the new organic project from the Bousquet family who hail from the southern French city of Carcassonne have a prestigious wine-making tradition. In the constant struggle to produce inexpensive wines of a superior quality, Jean Bousquet first arrived in Argentina to investigate the vineyards and wineries. Upon discovering the unique characteristics of the region, its soil, high ...",2
2622,Mirassou Winery Cabernet Sauvignon,Cabernet Sauvignon,10.99,"The Mirassou family has been growing grapes and crafting superior wines in the sun-drenched hills of California since 1854, earning the family the proud distinction of being America's oldest winemaking family. 2004 marked an unprecedented 150 years of family winemaking.Balancing intense flavors of blackberry and black currant with hints of vanilla and brown spice, Mirassou Cabernet Sauvignon is a ",782
2623,Chateau Marjosse Bordeaux Rouge 2018,Cabernet Sauvignon,19.99,"This little Chateau is owned by Pierre Lurton, managing director for the famed estates of Cheval Blanc and Ch. d'Yquem. Yeah... he knows a thing or two about making good wine! With Marjosse, his goal is to create fruit-forward, easy-drinking wines that punch well above their price tag. I'd say he has succeeded! But don't just take my word for it... Antonio Galloni calls it ""A stunning value....",280
2624,Tosca Chianti Riserva,Sangiovese,13.99,"The Chianti region, extending roughly over the two main city provinces of Florence and Siena, is characterized by a combination of almost perfect weather and soil that produces a precious wine considered one of the best wines around the world.
The tradition of cultivating vines in Chianti goes back a long time in history, back to the Etruscans that inhabited the area before the Roman ...",373
2625,Carm Reserva Red 2016,Red Portugese Blend,21.99,"In the Douro Superior (Upper Douro), wherethe organic cultures of vines, olive oil and almondscoexist with an endangered fauna, ourfamily affirmed our connection to our landthrough the founding of CARM - Casa AgrícolaRoboredo Madeira. These lands, where ourEstates are situated, continue to give refugeto the golden eagle, the fishing eagle, the griffinand the wild partridge, so typical of ...",594
2626,14 Hands Cabernet Sauvignon,Cabernet Sauvignon,14.99,"The inspiration for 14 Hands wines recalls a time when wild mustangs once freely roamed the hills of eastern Washington State. These small horses, measuring a scant 14 hands high - a “hand” being equivalent to a man’s palm width and how horses were measured then - would travel down from the hills every day to drink from the mighty Columbia River and graze upon the luscious waist high grasses ...",722
2627,Bogle Essential Red 2016,Bordeaux Blend,12.99,"Chris Smith, Director of Winemaking at Bogle, graduated from California State University, Fresno with a degree in Enology. Chris spent four years on the winemaking staff at Jordan where he focused on traditional production techniques for both Chardonnay and Cabernet Sauvignon. Taking a position at Kendall-Jackson as an assistant winemaker, he was able to fine-tune methods for producing wines from ",782
2628,Ron Rubin Rr Pinot Noir,Pinot Noir,21.99,na,782
2629,Piattelli Vineyards Cafayate Reserve Malbec 2019,Pinot Noir,15.99,"Finding a $10, full-bodied Malbec with a 93 point rating from James Suckling is a holy grail of wine offers. Not to mention a high elevation reserve from Piattelli Vineyards, a breathtaking estate in the Cafayate Valley of Argentina. The higher the elevation, the more direct and concentrated sunlight, less water and more dramatic temperature shifts. These vines produce fewer, yet more ...",7
2630,Catena Tupungato Chardonnay 2018,Pinot Noir,22.99,"Sourced from two distinct vineyards in the Uco Valley, the Chardonnay is divided into lots harvested at different times. Each vineyard is vinified and aged separately, until the final blend for the vintage is determined and then bottled. The blend of these components creates a wine of unique character that has balance, concentration and a strong varietal identity. Rich and creamy, with fairly ...",2
2631,Martini & Rossi Vermouth Rosso,Non-Varietal Red Blend,10.99,"The story of Martini is nearly 150 years of Italian passion. From its birth in Turin in 1863, it took on the world and succeeded. It became an icon, a symbol for those who love to live their life with style. 

Martini & Rossi was founded by Alessandro Martini, a skilled and respected master herbalist and Luigi Rossi an entrepreneur and successful wine merchant. Their motto ‘Volere é ...",502
2632,Bogle Vineyards Sauvignon Blanc,Clarksburg,11.99,"Chris Smith, Director of Winemaking at Bogle, graduated from California State University, Fresno with a degree in Enology. Chris spent four years on the winemaking staff at Jordan where he focused on traditional production techniques for both Chardonnay and Cabernet Sauvignon. Taking a position at Kendall-Jackson as an assistant winemaker, he was able to fine-tune methods for producing wines from ",781
2633,Stags Leap Winery Petite Sirah,Spring Mountain District,34.99,"A fashionable country resort in the mid-twentieth century, popular with Hollywood due to its 1892 stone Manor House and historic gardens, legends of bootleggers and gangsters, ghosts and gypsies, Stags’ Leap has been home to three major family groups up through the modern revitalization of the winery that began in the 1970s.
Stags Leap Manor, as it was called in the 1920s, was known as ...",743
2634,Opici Chianti Straw,"Canaiolo,Sangiovese",13.99,"The Opici story began in 1899 when Battista Opici traveled from Italy to help build the Sacred Heart Cathedral in Newark, NJ. He returned to Italy after finishing the cathedral, and in 1907 Battista moved back to the United States with his wife and sons. One of Battista’s sons, Joseph, and his wife, Esther, began working in the wholesale beverage industry in Paterson, NJ in 1913. Initially, they ...",373
2635,Maso Canali Pinot Grigio,Pinot Gris,20.99,"In Italy, heritage is a source of pride -- and at Maso Canali, our heritage is extraordinary. The 500-year-old Maso Canali Estate, set against the backdrop of the towering Dolomite Mountains and the elegant Lake Garda, has been home to vineyards since the Middle Ages. 

As far back as 1893, growers cultivated exceptional Pinot Grigio grapes on the land. They followed many of the time-...",463
2636,Mcmanis Chardonnay,Chardonnay,11.99,"Family owned and operated since 1990 by Ron and Jamie McManis, McManis Family Vineyards now farms over 2,600 acres of premium wine grapes located throughout the Northern interior of California. Justin and Tanya McManis, the fifth generation of family farmers are very much involved in the day-to-day operations. The McManis family has been growing grapes in this region since 1938.
 
With ...",782
2637,Menage A Trois White,"Chardonnay,Chenin Blanc,Muscat Of Alexandria",16.99,"In 1981, two wine-loving psychiatrists established a boutique winery they named Folie à Deux, a French term meaning “a passion shared by two.” Thirty years later, our shared passion is crafting world-class Sonoma County wines that delight the senses and excite the imagination.Three different grapes add up beautifully in our Ménage à Trois White. The Chardonnay is rich and firm. The Muscat is wild ",782
2638,Ferrari-Carano Cabernet Sauvignon,Cabernet Sauvignon,29.99,"In 1979, Don and Rhonda Carano purchased a single 60-acre parcel of land in Sonoma County's Alexander Valley. The parcel included a restored 1904 farmhouse, a barn and 30 acres of grapes. So began a twenty-five year mission to acquire premium vineyard properties throughout the county, because Don and Rhonda truly believed, and still do, that owning their own vineyards is the best way to ensure ...",772
2639,Fly By Chardonnay 2019,Chardonnay,14.99,"Sonoma County, next door to Napa Valley and about 35 miles north of San Francisco, is America's most exciting Chardonnay region. Sonoma County is a diverse landscape for grape growing that, climatically, is strongly influenced by maritime variations. Cool nights and days that rarely get hot contribute to layers of oceanic fog that creep into Sonoma’s interior valleys. This climate is ideal for ...",772
2640,Block 831 Chalk Hill Cabernet Sauvignon 2015,Chalk Hill,29.99,"
The Chalk Hill AVA gets its name from the ""chalky"" appearance of its volcanically-derived, white ash soil. The unique soil composition, coupled with a warmer than average climate for the region, yields Cabernet Sauvignon grapes of exceptional character. 


Our Block 831 is a classic Chalk Hill Cabernet Sauvignon. Firm but elegabt with plenty of ripe dark fruit wrapped around ... click for more details
Sku: 70393  
",772
2641,Dos Almas Grand Reserve Cabernet Sauvignon 2017,Cabernet Sauvignon,10.99,"Tired of the mass produced, mass marketed bottles, the aim for Dos Almas is to express the virtues of the vineyard with the least possible interference in the winemaking. This Gran Reserva Cabernet Sauvignon comes from the Trinidad Vineyard in the Maipo Valley, which is famous for the production of great quality red wines. The loamy-clay soils of alluvial origin also have gravel in the third ...",88
2642,Pronto Bella Pinot Noir,Pinot Noir,12.99,"Our best selling line of wines in this category! This fine family of wines have been revered as one of the best values on the market!  These wine will impress you with the quality so many consumers have grown to trust. Perfect for you next party!Bright ruby red color, intense, pleasant and persistent bouquet of currant and violets. The taste is delicate and well-balanced, very elegant and ...",499
2643,Columbia Crest H3 Les Cheveaux,Horse Heaven Hills,17.99,"As the original winery in the Horse Heaven Hills, Columbia Crest realized the quality potential for grape growing in this hallowed corner of Washington state long before it was considered the place to plant vineyards. Named for the wild horses that once roamed this area, the Horse Heaven Hills has been home to the Columbia Crest winery for over two decades.Aromas of fresh blueberries, anise and ...",722
2644,La Serena Toscana Rosso,Red Italian Blend,29.99,"The La Serena estate has belonged to the Mantengoli family since the 1930s, but they did not start making wine until 1988, when brothers Andrea & Marcello entered the family business. What began as a one-hectare farm has since grown into nine hectares, with about six of those under vine, dedicated exclusively to Sangiovese for Brunello and Rosso di Montalcino.La Serena is a full, rich and complex ",518
2645,Beringer California Merlot,Merlot,12.99,"The coordination between viticulture and winemaking teams is essential when choosing fruit, to achieve the optimum level of flavor and balance in the wine. The vineyards selected for the California Collection wines are bathed in warm sunshine the majority of the day, to yield the most ripe, sun-kissed fruit flavors in the grapes.This carefully crafted wine has aromas of ripe plums and cherry with ",782
2646,Rengo Valpolicella,Red Italian Blend,13.99,"Crafted in the Northern Italian region of the Veneto, Valpolicella is known for being a lively, lighter bodied alternatives to wines from Tuscany or Piedmont. A traditional blend of 70% Corvina, 20% Molinara and 10% Rondinella, the wine's fruity bouquet and vibrant flavors make it an excellent pairing for Italian appetizers, pastas and wood fired pizza. A perfect red for dining al fresco!""This ...",475
2647,Fat Barrel Cabernet-Shiraz Blend,"Cabernet Sauvignon,Syrah",13.99,"After 13 years in the wine import and distribution business, Portland, Oregon-based 
entrepreneur Bob Lynde founded Fat Barrel Wine Company. Prior to launching Fat Barrel, Bob 
was an owner and director Cape Classics, Inc. a New York based South African wine importer. 
In 2003 Bob founded Oregon Brokered Brands (OBB), a Portland, Oregon based wine distribution
company. OBB was purchased by ...",605
2648,Miraval Provence Rose,Cinsault,27.99,"Tucked away in its own private valley in the ancient village of Correns – the first organic village in France – Miraval covers 500 hectares of land in the heart of Provence. The magnificent Château is set in a cirque surrounded by ancient woods, olive trees, vi¬neyards and abundant water supply. Lush wildlife combines with the beautiful Provencal climate and quality Mediterranean lifestyle to ...",285
2649,Casa Natal Reserve Malbec 2013,Cinsault,32.99,"Casa Natal is the birthplace of Argentina's modern wine movement, and their legendary wines come to life in Agrelo, Mendoza’s prime wine producing region. Located at the base of the Andes Mountain range which offers a perfect growing climate of warm days and cool nights. This phenomenon allows the grapes to achieve excellent fruit and tannin concentration, which is responsible for the wine's ...",15
2650,Ramsay Pinot Noir,Pinot Noir,16.99,"Starting in 1989, Kent and Celia Rasmussen launched a second brand, called Ramsay - Celia's maiden name - which was originally intended to focus on some 'less-than-usual' varietal wines. But as time passed, the Ramsay brand has taken on an entirely different identity, that of a true 'second label'. Best known for its high quality, but lower-price, Ramsay wines are often poured by the glass in ...",782
2651,Bolla Valpolicella,Red Italian Blend,14.99,"With over 125 years of winemaking tradition and heritage, Bolla has built its reputation and trust in its family of great Italian wines. 

Bolla offers a variety of classic Italian wines from the finest wine-growing regions in Italy. Each type of Bolla wine has its own unique taste and personality that reflects its region of origin. 

Bolla's line of affordable wines are sure ...",474
2652,Chateau Ste. Michelle Riesling,Riesling,13.99,"Founded in 1934, Chateau Ste. Michelle is the oldest winery in Washington with some of the most mature vineyards in the Columbia Valley. The winery combines Old World winemaking with New World innovation and is best known for its award-winning Riesling, Chardonnay, Merlot and Cabernet Sauvignon. 

Chateau Ste. Michelle receives some of the highest accolades in the industry, including ...",722
2653,Sho Chiku Bai Sake,Rice,9.99,"""Sho Chiku Bai"" is Takara's main brand of Sake in Berkeley as well as Japan. It’s high quality and superior taste has made it the best-selling Sake in the United States — America’s favorite.Clean fresh nose with hints of white stone fruit. Dry with a full body and a wonderful velvety mouth-feel. Nice crisp acidity provides balance. Tones of sweet earth on the palate with a smooth finish. ...",532
2654,Grgich Hills Chardonnay,Napa Valley,47.99,"Mike Grgich first gained international recognition at the celebrated ""Paris Tasting"" of 1976 in which a panel of eminent French judges swirled, sniffed, and sipped an array of the fabled white Burgundies of France and a small sampling of upstart Chardonnays from the Napa Valley. When the results were in, the French judges were shocked: they had chosen Mike’s 1973 Montelena Chardonnay as the ...",743
2655,Yellow Tail Cabernet Sauvignon,Cabernet Sauvignon,14.99,"It all started in 1820, when the first Casellas planted some vines in the Italian countryside. Two things sprouted shortly thereafter: a cluster of grapes, and a family passion that would last 188 years and counting. 

Fast forward to 1957. Filippo and Maria Casella were keeping the business alive in Italy, when they decided to pack up and move to Australia. However far away, they ...",37
2656,Esporao Red Reserva,"Alicante Bouschet,Cabernet Sauvignon,Tempranillo,Trincadeira",19.99,"Herdade do Esporão is located little more than 170 kilometres southeast of Lisbon, nearby the historical city of Reguengos de Monsaraz, in a landscape that is typical of the Baixo Alentejo region that boasts rolling plains and shallow valleys boasting occasional streams, with the omnipresence of corn fields, vineyards and olive groves, as well as natural elements. This landscape has long been ...",581
2657,Timeline Napa Cabernet Sauvignon,Napa Valley,27.99,"
""This gorgeous Napa
Cabernet is rich and
concentrated featuring
dark plum, black
cherry, blueberry and
currant flavors that
complement the
nutmeg-laced spice
and fine-grained
tannins. This finish
lingers echoing
mocha, espresso and
cedar.""  The Wine Buyer, 93 ... click for more details
Sku: 71123  
",743
2658,Block 215 Oakville Cabernet Sauvignon 2017,Oakville,35.99,"Robust nose of saddle leather, cassis and a hint of espresso. Layered flavors of blackberries and boysenberry.
""Brilliant aromas of rich berries and hints of black licorice.  The palate possesses impressive fruit character that echoes the nose. The tannins are refined and elegant with good length and depth. There is tremendous value in this bottle that does not disappoint."" The Wine Buyer, 94 ",743
2659,Fitvine Sauvignon Blanc,Sauvignon Blanc,17.99,na,782
2660,Santa Julia Malbec Reserve,Malbec,13.99,"Familia Zuccardi has spent over 40 years establishing world class vineyards in Mendoza. Today Santa Julia range is a testament to their dedication, passion and energy coupled with innovation and experience in winemaking.""Superbly aromatic. Full of vivid Malbec fruit. Palate is smooth and silky, very long, polished and persistent. A beauty, and very good value too."" Decanter Magazine, 93 ...",2
2661,Seven Deadly Zinfandel,Lodi,19.99,"The history of the Lodi-Woodbridge region tells the story of men and women with skill, vision and the shared ideals of hard work and dedication. From its beginning, the Lodi-Woodbridge region has been a highly respected grape-growing region. In 1850, amid the Gold Rush, Captain Charles Weber, founder of Stockton, California, brought grape cuttings to the area.
The Phillips family has ...",720
2662,Angeline Pinot Noir,Pinot Noir,14.99,"In 1990, Courtney Benham was walking through an old warehouse in San Jose when he chanced upon a forgotten treasure---some 1,500 cases of library wines, dating back nearly four decades, made by California wine pioneer, Martin Ray. Feeling as if he were on an archeological dig, Courtney explored further and found several old wooden crates filled with letters, press clippings, winery brochures, and ",782
2663,Decoy Merlot,Merlot,21.99,"Duckhorn Wine Company is a collection of small winery estates focused on site-specific wines of distinction from the Napa and Anderson valleys. The Duckhorn Wine Company family includes Duckhorn Vineyards, Paraduxx, and Goldeneye. With grapes selected from eleven estate vineyards, as well as a variety of sought-after vineyard sites within the Napa and Anderson Valley appellations, each winery is ...",782
2664,Conundrum Red,Other Red,29.99,"It's proprietary and we believe the fun is exploring this intriguing wine. Conundrum Red is a non-traditional blend of California red grapes. This wine is truly a Conundrum in style which is unlike any other red blended wine. 

Conundrum is owned by the Wagner family of Caymus Vineyards, but stands on its own as a separate brand. The Conundrum winery in Monterey County is close to the ...",782
2665,Apothic White,",,Other White",13.99,"
Inspired by ""Apotheca,"" a mysterious place where wine was blended and stored in 13th century Europe, the wines of Apothic are truly unique in style and taste.


Our winemaker, Debbie Juergenson, crafts bold, captivating Apothic blends by using only the most distinctive California grapes. From vintage to vintage, the character and flavor of the individual varietals guide the shape ... click for more details
Sku: 54261  
",782
2666,Chateau Laville Bordeaux Superieur,Bordeaux Blend,14.99,"Established in Gironde since the middle of the 19th century, the Faye family has always been close to wine. They have been coopers, wine growers, merchants – all the wine-related professions – in past generations. It was only after World War I that direct commercialization really started. Today, the activity is split into the commercial department, in charge of searching out and offering ‘‘good ...",280
2667,Michael David Freakshow Cabernet Sauvignon,Lodi,21.99,"The history of the Lodi-Woodbridge region tells the story of men and women with skill, vision and the shared ideals of hard work and dedication. From its beginning, the Lodi-Woodbridge region has been a highly respected grape-growing region. In 1850, amid the Gold Rush, Captain Charles Weber, founder of Stockton, California, brought grape cuttings to the area.
The Phillips family has ...",720
2668,Dolin Vermouth de Chambery Red,Lodi,11.99,"Made to the same set of recipes since 1821, Dolin Vermouth de Chambéry has long been the benchmark for fine French Vermouth. Made with fine wines of the region and botanicals found in the Alpine meadows above Chambéry, together they impart a fresh and elegant nose, with a subtle and complex palate. Ideal as an aperitif or in cocktails. In the late 19th century, Dolin Vermouth de Chambéry won ...",282
2669,Lauverjat Sancerre Rouge,Sancerre,23.99,"The Lauverjat family has a long history of vine growing in the Sancerre appellation controllée but it is only recently that they have begun to make wines on the Domaine. The current generation, Karine and Christian have not looked back since the decision was made and have won many awards for their wines. The vineyards are located on well exposed slopes and have two distinct soil types giving ...",139
2670,Franzia Merlot,Merlot,21.99,"Teresa Franzia planted her first vineyard along the road to Yosemite in 1906. Her family survived Prohibition by selling those grapes to home winemakers back East. When Prohibition ended, her seven children rebuilt the winery brick by brick, barrel by barrel...everyone pitched in. After World War II, my uncle's new advertising slogan, ""Make friends with Franzia,"" introduced a new generation to ...",782
2671,Clos de Napa Cabernet Sauvignon,Cabernet Sauvignon,27.99,"Searching for value in Napa Valley is not an easy thing to do, but we send our team of expert buyers to California several times a year to undercover hidden gems. One of these standouts is the Clos de Napa Cabernet Sauvignon 2017. Cabernet Sauvignon became Napa's star during the 1976 Judgment of Paris, when Stags Leap took first place over the French First Growth Bordeaux's Mouton-Rothschild and ...",782
2672,William Hill North Coast Chardonnay,Chardonnay,17.99,"The William Hill Estate Coastal Collection brings our signature style from southern Napa to the hidden vineyards of California’s North Coast and Central Coast regions. This collection marks a journey of discovery through Napa, Sonoma, Mendocino, Lake and Monterey counties, where hillside and mountaintop vineyards are shaped by the maritime influence of the Pacific Ocean. A Chardonnay and Cabernet ",782
2673,Santa Barbara Winery Chardonnay,Chardonnay,17.99,"In 1962 Pierre Lafond opens the first winery in Santa Barbara County since prohibition. Two years later Santa Barbara Winery moves to its present location in downtown Santa Barbara at Yanonali and Anacapa streets two blocks from the beach.
In 1981 Bruce McGuire joined the team as their Winemaker. Today he continues to create great wines, with typical Santa Barbara qualities, at ...",763
2674,Georges Duboeuf Beaujolais Nouveau,Beaujolais Nouveau,13.99,"For over 40 years Georges Duboeuf has been the Beaujolais region's most renowned négociant and is today regarded in the wine world as the ""King of Beaujolais."" Born in 1933 in Pouilly-Fuissé, the son of a winegrower, Georges began selling his family's wines from the back of his bicycle to now-legendary local chefs such as Paul Bocuse and Paul Blanc. In 1964, Georges realized his dream and founded ",119
2675,Matanzas Creek Alexander Valley Sauvignon Blanc,Alexander Valley,19.99,"""This Alexander Valley Sauvignon Blanc white wine has an enticing floral and white fruit notes with bursting, vibrant aromas of prickly pear, lime, pumelo, and fresh mango. Flavor notes of lemon blossom, ginger white tea, fresh Lemon Verbena and a long finish with saline and minerality. This white wine was fermented in 85% stainless steel and 15% neutral French oak. Here at Matanzas Creek we pair ",772
